# gamble_id, class_id, h_ret, h_prob, m_ret, m_prob, l_ret, l_prob
44, 6, 2.899747, 0.167049, 1.291586, 0.624854, 0.772178, 0.208097 
45, 2, 18.802300, 0.067570, 0.439335, 0.687095, 0.356271, 0.245335 
46, 1, 7.919736, 0.277525, 1.379412, 0.707857, 1.172501, 0.014618 
47, 3, 0.208694, 0.169475, 0.135244, 0.805286, 0.134383, 0.025239 
48, 14, 2.570309, 0.424439, 1.513171, 0.545690, 0.355809, 0.029870 
49, 10, 5.014762, 0.180075, 0.726839, 0.602308, 0.299170, 0.217617 
50, 4, 1.233504, 0.157016, 1.038346, 0.644370, 0.608581, 0.198614 
51, 5, 4.539782, 0.322270, 3.293649, 0.532193, 1.907995, 0.145536 
52, 13, 2.145710, 0.079195, 1.760248, 0.656096, 0.108473, 0.264709 
53, 11, 1.100621, 0.028147, 0.299265, 0.678808, 0.138435, 0.293045 
54, 5, 3.181652, 0.386532, 0.601817, 0.506460, 0.001941, 0.107009 
55, 1, 0.359862, 0.141057, 0.116353, 0.817351, 0.081500, 0.041591 
56, 13, 5.022676, 0.234347, 0.866370, 0.490302, 0.234945, 0.275351 
57, 7, 3.424186, 0.308191, 2.986437, 0.470490, 2.866505, 0.221319 
58, 6, 3.681675, 0.314652, 3.409232, 0.554949, 3.348214, 0.130399 
59, 2, 4.866371, 0.205316, 3.584004, 0.595583, 3.286149, 0.199101 
60, 15, 5.338768, 0.455745, 2.600790, 0.460819, 0.779860, 0.083436 
61, 1, 23.645566, 0.122662, 1.156980, 0.734786, 0.969475, 0.142553 
62, 2, 2.942366, 0.207817, 2.197156, 0.661075, 2.180312, 0.131107 
63, 6, 1.563524, 0.269321, 0.448280, 0.700397, 0.099790, 0.030282 
64, 2, 0.806861, 0.311498, 0.714973, 0.630980, 0.364953, 0.057521 
65, 10, 5.190987, 0.133442, 3.077978, 0.568364, 2.407451, 0.298193 
66, 11, 0.011915, 0.148469, 0.011474, 0.628993, 0.009277, 0.222538 
67, 2, 1.570644, 0.206740, 1.568341, 0.679667, 1.562739, 0.113594 
68, 15, 7.306992, 0.018997, 0.445404, 0.723705, 0.041383, 0.257298 
69, 8, 11.075761, 0.153391, 1.066351, 0.561616, 0.826461, 0.284993 
70, 12, 6.081282, 0.243747, 0.868928, 0.531868, 0.220804, 0.224385 
71, 14, 4.611992, 0.171606, 4.054225, 0.499096, 2.502046, 0.329298 
72, 2, 8.626908, 0.069142, 1.141986, 0.756184, 1.066955, 0.174673 
73, 3, 2.619991, 0.111422, 0.616866, 0.695876, 0.501059, 0.192703 
74, 6, 7.389788, 0.171814, 3.186557, 0.811830, 2.635796, 0.016356 
75, 14, 5.773698, 0.113871, 3.501213, 0.603568, 1.362936, 0.282561 
76, 12, 38.869179, 0.006241, 1.309779, 0.704636, 0.948989, 0.289122 
77, 13, 16.710057, 0.078541, 3.063031, 0.561814, 1.955104, 0.359644 
78, 1, 0.312115, 0.019232, 0.298821, 0.691679, 0.296873, 0.289089 
79, 15, 1.308859, 0.456785, 1.260667, 0.456954, 0.835335, 0.086261 
80, 8, 5.050181, 0.082244, 0.436241, 0.621773, 0.041291, 0.295982 
81, 0, 8.879036, 0.058402, 0.799770, 0.737979, 0.642663, 0.203619 
82, 14, 4.333503, 0.144586, 3.588754, 0.546097, 3.185437, 0.309317 
83, 1, 5.193039, 0.211449, 2.695528, 0.558374, 1.160669, 0.230177 
84, 12, 0.827167, 0.245301, 0.716641, 0.479788, 0.494943, 0.274911 
85, 10, 7.236008, 0.118992, 1.468618, 0.557082, 1.444014, 0.323926 
86, 1, 1.365594, 0.084199, 1.101116, 0.656742, 0.742326, 0.259059 
87, 10, 1.587829, 0.443926, 0.948632, 0.443498, 0.136206, 0.112577 
88, 14, 8.827969, 0.044889, 0.993824, 0.698661, 0.411634, 0.256449 
89, 15, 0.686909, 0.036684, 0.398081, 0.492787, 0.282589, 0.470529 
90, 12, 7.748138, 0.003529, 3.625011, 0.590763, 1.726738, 0.405708 
91, 1, 1.693632, 0.160603, 1.095064, 0.645569, 1.004447, 0.193828 
92, 0, 3.026654, 0.290798, 2.041898, 0.533402, 1.747699, 0.175800 
93, 2, 3.257020, 0.173789, 2.048530, 0.562383, 2.024151, 0.263828 
94, 0, 6.590849, 0.241026, 1.737744, 0.619894, 1.250679, 0.139081 
95, 9, 2.312040, 0.181883, 2.246518, 0.510100, 2.231555, 0.308018 
96, 10, 1.089338, 0.266316, 0.558505, 0.459137, 0.358798, 0.274547 
97, 6, 1.321032, 0.128080, 0.618456, 0.671006, 0.366879, 0.200914 
98, 13, 3.480122, 0.138854, 3.272247, 0.710521, 3.253528, 0.150625 
99, 13, 4.161884, 0.248984, 1.739824, 0.594625, 0.425524, 0.156391 
100, 7, 2.689790, 0.236346, 1.924790, 0.614076, 0.425290, 0.149578 
101, 11, 3.864985, 0.111156, 3.296582, 0.744018, 1.780153, 0.144825 
102, 6, 5.625116, 0.374338, 1.601876, 0.454511, 1.443504, 0.171151 
103, 1, 4.659257, 0.185879, 3.057736, 0.682227, 2.991419, 0.131894 
104, 10, 4.654890, 0.121176, 3.646991, 0.627331, 2.197390, 0.251493 
105, 13, 5.397829, 0.075664, 1.670056, 0.617291, 0.458468, 0.307045 
106, 1, 3.368474, 0.276584, 0.369935, 0.594798, 0.257979, 0.128619 
107, 0, 8.677319, 0.056908, 1.026587, 0.661845, 0.155735, 0.281247 
108, 7, 3.726202, 0.203316, 3.531945, 0.474030, 0.342422, 0.322654 
109, 4, 4.279970, 0.213253, 3.595957, 0.698212, 2.800544, 0.088535 
110, 1, 5.639040, 0.216883, 0.934145, 0.458957, 0.463321, 0.324160 
111, 11, 1.768999, 0.149585, 1.192787, 0.590953, 0.705234, 0.259462 
112, 7, 13.360014, 0.105490, 2.721280, 0.670845, 0.273101, 0.223665 
113, 2, 1.420420, 0.211417, 1.274611, 0.646604, 0.613206, 0.141979 
114, 15, 4.189017, 0.338070, 0.275513, 0.608355, 0.073779, 0.053575 
115, 6, 3.438604, 0.163073, 3.388706, 0.417129, 3.387845, 0.419798 
116, 1, 21.725186, 0.041139, 3.615202, 0.659638, 1.112048, 0.299222 
117, 9, 9.861267, 0.217418, 1.387977, 0.542408, 1.235804, 0.240174 
118, 13, 8.314000, 0.048710, 2.404631, 0.621983, 0.969862, 0.329307 
119, 14, 10.806369, 0.057382, 0.103432, 0.547719, 0.023198, 0.394899 
120, 1, 2.063168, 0.205841, 1.899590, 0.547629, 1.841962, 0.246530 
121, 9, 3.382213, 0.329212, 3.258658, 0.505683, 1.911772, 0.165104 
122, 4, 6.148363, 0.157415, 3.468564, 0.726005, 1.526307, 0.116580 
123, 14, 0.606782, 0.247321, 0.449040, 0.604891, 0.249060, 0.147788 
124, 9, 5.167969, 0.216968, 2.467322, 0.706691, 1.464562, 0.076340 
125, 10, 84.887160, 0.015087, 1.172753, 0.446959, 0.391656, 0.537953 
126, 12, 1.223766, 0.186611, 1.184104, 0.556033, 0.404978, 0.257356 
127, 2, 2.357011, 0.282078, 0.666032, 0.422084, 0.445031, 0.295838 
128, 0, 47.837894, 0.019200, 0.188549, 0.688724, 0.121546, 0.292075 
129, 0, 4.283901, 0.255802, 2.326239, 0.482583, 1.414067, 0.261616 
130, 3, 1.555669, 0.524091, 1.346726, 0.426220, 1.035917, 0.049689 
131, 9, 1.622658, 0.510570, 1.571278, 0.444723, 1.531749, 0.044707 
132, 12, 9.785958, 0.097281, 1.014256, 0.615003, 0.267188, 0.287715 
133, 8, 5.875469, 0.356719, 1.185179, 0.556866, 1.029834, 0.086415 
134, 6, 4.446446, 0.292409, 2.351479, 0.555334, 0.608183, 0.152258 
135, 0, 3.567861, 0.209355, 1.120694, 0.664880, 0.128426, 0.125765 
136, 10, 4.543601, 0.157706, 0.535014, 0.531680, 0.072415, 0.310614 
137, 9, 1.230564, 0.288170, 0.941078, 0.662574, 0.698383, 0.049255 
138, 9, 1.088667, 0.183548, 0.876057, 0.598387, 0.451235, 0.218065 
139, 8, 4.533586, 0.214679, 4.501583, 0.540251, 2.433663, 0.245070 
140, 9, 1.063174, 0.183538, 0.714955, 0.642944, 0.686944, 0.173518 
141, 13, 6.485949, 0.209727, 3.396165, 0.450632, 1.403958, 0.339641 
142, 6, 2.459213, 0.280280, 1.484703, 0.582213, 1.303478, 0.137507 
143, 15, 1.957373, 0.075063, 0.661497, 0.708241, 0.027230, 0.216696 
144, 2, 2.281835, 0.057766, 0.882337, 0.726585, 0.850553, 0.215649 
145, 6, 4.405819, 0.302121, 3.639128, 0.562532, 1.170115, 0.135347 
146, 14, 7.617945, 0.264446, 0.835284, 0.568580, 0.195746, 0.166974 
147, 4, 4.321543, 0.141076, 3.872857, 0.469667, 3.192198, 0.389257 
148, 9, 5.343219, 0.249810, 1.039787, 0.696843, 0.947764, 0.053347 
149, 11, 5.794690, 0.271491, 2.310030, 0.668947, 1.958321, 0.059562 
150, 2, 0.459810, 0.110938, 0.027773, 0.761248, 0.025926, 0.127814 
151, 1, 9.201543, 0.215645, 3.077515, 0.622019, 0.066469, 0.162336 
152, 12, 10.775357, 0.144270, 2.763962, 0.703160, 0.537120, 0.152570 
153, 2, 7.013823, 0.205776, 2.378727, 0.468007, 1.786759, 0.326217 
154, 9, 20.840394, 0.019774, 1.754796, 0.731704, 0.769717, 0.248523 
155, 12, 3.392883, 0.240028, 3.254442, 0.604545, 2.981895, 0.155427 
156, 4, 0.516721, 0.169786, 0.082631, 0.556842, 0.016695, 0.273372 
157, 14, 1.846976, 0.317824, 1.515032, 0.666334, 0.058265, 0.015842 
158, 8, 2.800347, 0.416528, 1.866068, 0.450505, 1.132659, 0.132967 
159, 10, 3.016818, 0.133078, 2.365839, 0.535616, 2.278561, 0.331306 
160, 4, 2.350711, 0.461984, 1.768340, 0.480971, 1.405337, 0.057045 
161, 14, 4.477436, 0.169667, 0.462070, 0.571552, 0.341829, 0.258781 
162, 0, 3.297174, 0.254009, 0.804495, 0.708427, 0.741638, 0.037564 
163, 2, 6.230370, 0.217680, 1.911658, 0.727221, 1.220588, 0.055098 
164, 10, 3.202693, 0.164974, 2.984633, 0.605153, 2.300268, 0.229873 
165, 1, 2.925523, 0.226783, 2.858312, 0.590194, 0.442726, 0.183023 
166, 14, 1.747854, 0.300035, 1.204981, 0.410694, 0.484820, 0.289271 
167, 4, 3.535458, 0.271295, 3.510503, 0.478239, 3.379244, 0.250466 
168, 8, 1.175976, 0.231617, 0.858919, 0.641851, 0.836229, 0.126532 
169, 5, 3.824413, 0.098955, 3.788352, 0.665883, 3.672624, 0.235162 
170, 13, 1.048877, 0.148499, 0.797632, 0.828696, 0.546333, 0.022805 
171, 11, 1.709021, 0.235461, 0.396242, 0.706578, 0.359456, 0.057961 
172, 11, 5.292334, 0.072922, 3.136726, 0.452637, 3.018519, 0.474440 
173, 12, 2.760365, 0.302380, 1.494648, 0.532577, 1.014223, 0.165043 
174, 9, 0.264729, 0.200389, 0.180010, 0.652368, 0.176328, 0.147242 
175, 9, 3.948068, 0.270797, 2.770035, 0.400505, 1.097077, 0.328697 
176, 3, 0.289140, 0.233102, 0.197381, 0.500539, 0.095289, 0.266359 
177, 6, 0.033861, 0.180990, 0.033077, 0.577588, 0.031231, 0.241421 
178, 5, 3.092964, 0.289835, 2.046963, 0.616383, 0.751238, 0.093782 
179, 6, 2.621036, 0.029716, 0.135505, 0.769856, 0.059994, 0.200427 
180, 0, 1.145763, 0.255991, 0.372478, 0.604685, 0.180519, 0.139323 
181, 6, 0.516626, 0.180763, 0.313500, 0.811273, 0.249048, 0.007965 
182, 13, 0.728999, 0.306540, 0.450784, 0.692544, 0.384381, 0.000916 
183, 14, 7.085282, 0.311645, 1.028064, 0.482721, 1.022884, 0.205635 
184, 8, 7.871886, 0.257256, 1.153734, 0.629480, 0.920916, 0.113265 
185, 15, 2.661369, 0.211614, 1.717889, 0.636880, 1.714885, 0.151506 
186, 5, 3.642560, 0.232635, 1.377723, 0.625328, 0.363088, 0.142036 
187, 0, 8.648363, 0.209043, 1.941812, 0.588436, 0.564429, 0.202521 
188, 0, 6.099657, 0.442812, 1.651530, 0.486119, 1.619886, 0.071069 
189, 5, 2.929164, 0.085551, 1.108559, 0.586026, 0.854914, 0.328423 
190, 14, 6.223301, 0.130698, 2.006376, 0.724003, 0.216139, 0.145299 

# gi, gj
0, 1 
0, 3 
0, 6 
0, 7 
0, 9 
0, 10 
0, 11 
0, 12 
0, 13 
0, 14 
0, 16 
0, 19 
0, 18 
0, 20 
0, 23 
0, 22 
0, 25 
0, 24 
0, 27 
0, 26 
0, 29 
0, 31 
0, 30 
0, 35 
0, 39 
0, 36 
0, 37 
0, 43 
0, 40 
0, 41 
0, 47 
0, 44 
0, 45 
0, 51 
0, 50 
0, 49 
0, 55 
0, 54 
0, 52 
0, 59 
0, 58 
0, 57 
0, 63 
0, 61 
0, 60 
0, 71 
0, 67 
0, 77 
0, 78 
0, 79 
0, 72 
0, 74 
0, 75 
0, 85 
0, 84 
0, 87 
0, 86 
0, 80 
0, 83 
0, 93 
0, 92 
0, 95 
0, 88 
0, 102 
0, 103 
0, 96 
0, 97 
0, 110 
0, 111 
0, 108 
0, 109 
0, 107 
0, 104 
0, 105 
0, 119 
0, 117 
0, 116 
0, 115 
0, 114 
0, 112 
0, 127 
0, 126 
0, 122 
0, 120 
0, 136 
0, 139 
0, 138 
0, 129 
0, 128 
0, 131 
0, 130 
0, 132 
0, 135 
0, 134 
0, 152 
0, 155 
0, 156 
0, 157 
0, 158 
0, 159 
0, 145 
0, 146 
0, 147 
0, 148 
0, 149 
0, 150 
0, 151 
0, 171 
0, 170 
0, 175 
0, 172 
0, 162 
0, 161 
0, 160 
0, 167 
0, 166 
0, 165 
0, 186 
0, 184 
0, 188 
0, 189 
0, 182 
0, 181 
1, 3 
1, 5 
1, 7 
1, 8 
1, 9 
1, 10 
1, 11 
1, 12 
1, 14 
1, 15 
1, 17 
1, 16 
1, 19 
1, 18 
1, 21 
1, 20 
1, 22 
1, 25 
1, 26 
1, 29 
1, 28 
1, 31 
1, 30 
1, 34 
1, 35 
1, 38 
1, 37 
1, 40 
1, 41 
1, 46 
1, 47 
1, 45 
1, 50 
1, 55 
1, 54 
1, 53 
1, 52 
1, 59 
1, 58 
1, 57 
1, 56 
1, 63 
1, 60 
1, 68 
1, 69 
1, 70 
1, 64 
1, 76 
1, 77 
1, 78 
1, 73 
1, 84 
1, 82 
1, 95 
1, 89 
1, 88 
1, 91 
1, 102 
1, 103 
1, 101 
1, 98 
1, 110 
1, 111 
1, 108 
1, 109 
1, 106 
1, 107 
1, 104 
1, 113 
1, 124 
1, 123 
1, 121 
1, 137 
1, 136 
1, 139 
1, 138 
1, 140 
1, 143 
1, 142 
1, 129 
1, 131 
1, 152 
1, 153 
1, 154 
1, 155 
1, 158 
1, 159 
1, 144 
1, 145 
1, 146 
1, 147 
1, 149 
1, 150 
1, 169 
1, 175 
1, 173 
1, 162 
1, 161 
1, 160 
1, 166 
1, 165 
1, 164 
1, 186 
1, 185 
1, 189 
1, 178 
1, 176 
1, 177 
1, 183 
1, 180 
1, 181 
2, 3 
2, 4 
2, 5 
2, 6 
2, 8 
2, 9 
2, 10 
2, 11 
2, 12 
2, 13 
2, 15 
2, 17 
2, 16 
2, 21 
2, 20 
2, 23 
2, 22 
2, 24 
2, 27 
2, 29 
2, 28 
2, 31 
2, 33 
2, 38 
2, 36 
2, 37 
2, 42 
2, 40 
2, 41 
2, 46 
2, 47 
2, 44 
2, 50 
2, 49 
2, 48 
2, 55 
2, 54 
2, 53 
2, 58 
2, 57 
2, 62 
2, 61 
2, 60 
2, 68 
2, 69 
2, 64 
2, 66 
2, 67 
2, 76 
2, 77 
2, 78 
2, 74 
2, 75 
2, 85 
2, 84 
2, 87 
2, 86 
2, 80 
2, 92 
2, 95 
2, 89 
2, 88 
2, 100 
2, 101 
2, 98 
2, 96 
2, 97 
2, 110 
2, 111 
2, 108 
2, 109 
2, 106 
2, 119 
2, 118 
2, 116 
2, 115 
2, 114 
2, 112 
2, 127 
2, 126 
2, 125 
2, 124 
2, 123 
2, 122 
2, 120 
2, 136 
2, 139 
2, 138 
2, 140 
2, 142 
2, 129 
2, 128 
2, 131 
2, 135 
2, 134 
2, 152 
2, 156 
2, 157 
2, 158 
2, 144 
2, 146 
2, 147 
2, 148 
2, 149 
2, 150 
2, 151 
2, 171 
2, 169 
2, 168 
2, 175 
2, 174 
2, 173 
2, 163 
2, 162 
2, 161 
2, 167 
2, 166 
2, 165 
2, 164 
2, 186 
2, 184 
2, 188 
2, 189 
2, 178 
2, 179 
2, 176 
2, 177 
2, 182 
2, 183 
2, 180 
2, 181 
3, 4 
3, 6 
3, 7 
3, 8 
3, 9 
3, 11 
3, 12 
3, 13 
3, 14 
3, 16 
3, 19 
3, 18 
3, 21 
3, 23 
3, 24 
3, 27 
3, 26 
3, 28 
3, 31 
3, 34 
3, 35 
3, 32 
3, 33 
3, 38 
3, 39 
3, 37 
3, 43 
3, 40 
3, 41 
3, 47 
3, 44 
3, 51 
3, 49 
3, 48 
3, 55 
3, 54 
3, 53 
3, 59 
3, 57 
3, 62 
3, 61 
3, 68 
3, 69 
3, 71 
3, 65 
3, 66 
3, 76 
3, 78 
3, 79 
3, 72 
3, 73 
3, 75 
3, 85 
3, 84 
3, 87 
3, 86 
3, 81 
3, 80 
3, 83 
3, 82 
3, 92 
3, 95 
3, 89 
3, 90 
3, 100 
3, 98 
3, 99 
3, 97 
3, 110 
3, 111 
3, 109 
3, 104 
3, 118 
3, 117 
3, 116 
3, 115 
3, 114 
3, 113 
3, 112 
3, 127 
3, 124 
3, 122 
3, 120 
3, 137 
3, 136 
3, 138 
3, 140 
3, 143 
3, 142 
3, 128 
3, 133 
3, 134 
3, 154 
3, 155 
3, 159 
3, 144 
3, 146 
3, 149 
3, 150 
3, 151 
3, 170 
3, 169 
3, 168 
3, 175 
3, 174 
3, 162 
3, 161 
3, 160 
3, 166 
3, 164 
3, 186 
3, 187 
3, 185 
3, 190 
3, 188 
3, 189 
3, 178 
3, 177 
3, 182 
3, 183 
3, 180 
4, 5 
4, 6 
4, 7 
4, 8 
4, 11 
4, 12 
4, 13 
4, 14 
4, 15 
4, 17 
4, 19 
4, 18 
4, 20 
4, 22 
4, 27 
4, 28 
4, 31 
4, 34 
4, 35 
4, 32 
4, 33 
4, 38 
4, 39 
4, 36 
4, 37 
4, 42 
4, 40 
4, 41 
4, 46 
4, 51 
4, 50 
4, 49 
4, 48 
4, 55 
4, 54 
4, 53 
4, 58 
4, 57 
4, 56 
4, 68 
4, 71 
4, 65 
4, 66 
4, 67 
4, 76 
4, 77 
4, 78 
4, 79 
4, 72 
4, 73 
4, 74 
4, 75 
4, 85 
4, 81 
4, 80 
4, 83 
4, 82 
4, 93 
4, 94 
4, 89 
4, 88 
4, 91 
4, 90 
4, 102 
4, 103 
4, 100 
4, 101 
4, 98 
4, 99 
4, 96 
4, 97 
4, 111 
4, 108 
4, 106 
4, 107 
4, 118 
4, 117 
4, 115 
4, 113 
4, 112 
4, 127 
4, 126 
4, 125 
4, 121 
4, 137 
4, 136 
4, 139 
4, 138 
4, 143 
4, 129 
4, 131 
4, 130 
4, 133 
4, 135 
4, 152 
4, 154 
4, 155 
4, 156 
4, 157 
4, 158 
4, 145 
4, 146 
4, 147 
4, 149 
4, 151 
4, 171 
4, 169 
4, 174 
4, 163 
4, 160 
4, 166 
4, 165 
4, 186 
4, 187 
4, 184 
4, 190 
4, 188 
4, 178 
4, 179 
4, 182 
4, 183 
4, 180 
5, 8 
5, 10 
5, 11 
5, 14 
5, 15 
5, 17 
5, 16 
5, 19 
5, 18 
5, 21 
5, 20 
5, 22 
5, 25 
5, 27 
5, 29 
5, 28 
5, 31 
5, 30 
5, 32 
5, 36 
5, 37 
5, 40 
5, 47 
5, 45 
5, 50 
5, 49 
5, 55 
5, 54 
5, 53 
5, 52 
5, 59 
5, 58 
5, 57 
5, 56 
5, 63 
5, 62 
5, 61 
5, 68 
5, 70 
5, 65 
5, 66 
5, 67 
5, 76 
5, 79 
5, 72 
5, 74 
5, 85 
5, 86 
5, 81 
5, 80 
5, 93 
5, 92 
5, 95 
5, 94 
5, 91 
5, 90 
5, 102 
5, 98 
5, 99 
5, 96 
5, 97 
5, 108 
5, 109 
5, 107 
5, 104 
5, 119 
5, 118 
5, 117 
5, 116 
5, 115 
5, 113 
5, 112 
5, 126 
5, 125 
5, 124 
5, 123 
5, 122 
5, 121 
5, 137 
5, 136 
5, 139 
5, 138 
5, 141 
5, 140 
5, 143 
5, 142 
5, 129 
5, 130 
5, 133 
5, 135 
5, 155 
5, 156 
5, 158 
5, 145 
5, 146 
5, 149 
5, 150 
5, 151 
5, 171 
5, 169 
5, 168 
5, 175 
5, 174 
5, 173 
5, 163 
5, 162 
5, 166 
5, 165 
5, 164 
5, 185 
5, 190 
5, 188 
5, 179 
5, 176 
5, 177 
5, 182 
6, 7 
6, 8 
6, 12 
6, 15 
6, 17 
6, 16 
6, 18 
6, 23 
6, 22 
6, 24 
6, 26 
6, 29 
6, 28 
6, 31 
6, 30 
6, 34 
6, 35 
6, 32 
6, 39 
6, 40 
6, 41 
6, 46 
6, 47 
6, 44 
6, 51 
6, 50 
6, 48 
6, 55 
6, 59 
6, 57 
6, 56 
6, 62 
6, 61 
6, 68 
6, 69 
6, 64 
6, 76 
6, 78 
6, 79 
6, 72 
6, 73 
6, 74 
6, 75 
6, 84 
6, 83 
6, 82 
6, 93 
6, 92 
6, 95 
6, 94 
6, 91 
6, 90 
6, 102 
6, 103 
6, 100 
6, 101 
6, 98 
6, 96 
6, 108 
6, 109 
6, 106 
6, 107 
6, 105 
6, 117 
6, 116 
6, 114 
6, 112 
6, 126 
6, 124 
6, 123 
6, 121 
6, 137 
6, 139 
6, 138 
6, 141 
6, 140 
6, 143 
6, 142 
6, 128 
6, 131 
6, 133 
6, 132 
6, 135 
6, 152 
6, 154 
6, 155 
6, 157 
6, 159 
6, 144 
6, 147 
6, 148 
6, 150 
6, 151 
6, 171 
6, 169 
6, 174 
6, 173 
6, 172 
6, 163 
6, 162 
6, 166 
6, 165 
6, 164 
6, 186 
6, 184 
6, 190 
6, 188 
6, 178 
6, 176 
6, 177 
6, 180 
7, 9 
7, 10 
7, 11 
7, 15 
7, 17 
7, 16 
7, 18 
7, 21 
7, 23 
7, 24 
7, 29 
7, 31 
7, 30 
7, 32 
7, 33 
7, 38 
7, 39 
7, 36 
7, 37 
7, 42 
7, 40 
7, 41 
7, 46 
7, 47 
7, 45 
7, 51 
7, 50 
7, 48 
7, 55 
7, 54 
7, 52 
7, 56 
7, 63 
7, 62 
7, 61 
7, 60 
7, 68 
7, 69 
7, 71 
7, 64 
7, 65 
7, 66 
7, 67 
7, 77 
7, 78 
7, 79 
7, 73 
7, 74 
7, 75 
7, 85 
7, 87 
7, 86 
7, 81 
7, 83 
7, 82 
7, 93 
7, 92 
7, 95 
7, 94 
7, 102 
7, 98 
7, 96 
7, 97 
7, 107 
7, 119 
7, 118 
7, 117 
7, 115 
7, 114 
7, 126 
7, 125 
7, 124 
7, 120 
7, 137 
7, 136 
7, 139 
7, 138 
7, 141 
7, 140 
7, 143 
7, 142 
7, 129 
7, 128 
7, 131 
7, 133 
7, 132 
7, 152 
7, 153 
7, 154 
7, 155 
7, 157 
7, 158 
7, 159 
7, 145 
7, 147 
7, 148 
7, 150 
7, 151 
7, 171 
7, 170 
7, 175 
7, 174 
7, 163 
7, 160 
7, 167 
7, 164 
7, 186 
7, 185 
7, 190 
7, 188 
7, 178 
7, 176 
7, 182 
7, 180 
7, 181 
8, 9 
8, 10 
8, 12 
8, 14 
8, 15 
8, 17 
8, 19 
8, 24 
8, 27 
8, 26 
8, 28 
8, 31 
8, 30 
8, 34 
8, 35 
8, 32 
8, 33 
8, 38 
8, 37 
8, 43 
8, 41 
8, 46 
8, 47 
8, 44 
8, 45 
8, 49 
8, 48 
8, 54 
8, 52 
8, 59 
8, 58 
