# gamble_id, class_id, h_ret, h_prob, m_ret, m_prob, l_ret, l_prob
136, 7, 3.010909, 0.298960, 2.941435, 0.454359, 2.859802, 0.246681 
137, 8, 4.080385, 0.230675, 1.368119, 0.494765, 0.874684, 0.274560 
138, 8, 43.073287, 0.044920, 1.879594, 0.675760, 0.425665, 0.279320 
139, 0, 1.619929, 0.294616, 0.488784, 0.612458, 0.180921, 0.092925 
140, 9, 2.936028, 0.119495, 1.942364, 0.852913, 0.848927, 0.027593 
141, 12, 5.727878, 0.032086, 2.018203, 0.664463, 0.097353, 0.303451 
142, 4, 0.338308, 0.426104, 0.168337, 0.542220, 0.067074, 0.031675 
143, 14, 2.738299, 0.177680, 1.192375, 0.590865, 0.264652, 0.231455 
144, 1, 6.112365, 0.067094, 1.315397, 0.510858, 0.598733, 0.422048 
145, 8, 0.359387, 0.338711, 0.149085, 0.471366, 0.078316, 0.189924 
146, 3, 0.322656, 0.174678, 0.154033, 0.548730, 0.101852, 0.276592 
147, 11, 5.196295, 0.150809, 2.447017, 0.722226, 0.323005, 0.126965 
148, 14, 1.259002, 0.376709, 1.232691, 0.443364, 0.052863, 0.179926 
149, 13, 21.716226, 0.079729, 1.833807, 0.746962, 0.349319, 0.173309 
150, 12, 8.902235, 0.190292, 2.585548, 0.657705, 0.321766, 0.152002 
151, 11, 6.768933, 0.270567, 2.494060, 0.561524, 0.298264, 0.167909 
152, 5, 3.986180, 0.122852, 1.142290, 0.709795, 0.983894, 0.167353 
153, 6, 1.908468, 0.214798, 0.815988, 0.610570, 0.593006, 0.174631 
154, 7, 1.927255, 0.323170, 1.090864, 0.540605, 0.877799, 0.136225 
155, 13, 6.646025, 0.180078, 1.357232, 0.587361, 0.432111, 0.232561 
156, 14, 5.881873, 0.187362, 1.797102, 0.437973, 0.061487, 0.374665 
157, 12, 3.153943, 0.044262, 1.104374, 0.733684, 0.805350, 0.222055 
158, 1, 4.661914, 0.065065, 3.143944, 0.510635, 3.003151, 0.424300 
159, 10, 4.706472, 0.181717, 2.073184, 0.502613, 2.031007, 0.315670 
160, 13, 2.079356, 0.227978, 1.934738, 0.574663, 1.569921, 0.197359 
161, 12, 1.937503, 0.241804, 1.387058, 0.542188, 1.230634, 0.216008 
162, 12, 1.137403, 0.296168, 0.945974, 0.614381, 0.652000, 0.089451 
163, 5, 15.800041, 0.104422, 2.179882, 0.753286, 0.535917, 0.142293 
164, 5, 2.692835, 0.333948, 1.793510, 0.460665, 0.305056, 0.205388 
165, 13, 1.637337, 0.145499, 0.192701, 0.566501, 0.130427, 0.288000 
166, 4, 4.342603, 0.332989, 2.149273, 0.632066, 0.581204, 0.034946 
167, 6, 39.060330, 0.017517, 1.765485, 0.838623, 0.083601, 0.143860 
168, 9, 4.490572, 0.185717, 2.591197, 0.523514, 1.022018, 0.290768 
169, 13, 2.309578, 0.070105, 2.162350, 0.904828, 2.155053, 0.025066 
170, 14, 9.546583, 0.178231, 2.180604, 0.626255, 1.883472, 0.195513 
171, 7, 2.655370, 0.246477, 2.640360, 0.511164, 2.521522, 0.242359 
172, 14, 4.708343, 0.252190, 2.914436, 0.616817, 0.805408, 0.130993 
173, 7, 0.282538, 0.174555, 0.238076, 0.571102, 0.052412, 0.254343 
174, 12, 0.251205, 0.337078, 0.141369, 0.480790, 0.035625, 0.182132 
175, 13, 0.095434, 0.240504, 0.061925, 0.608884, 0.019059, 0.150612 
176, 3, 1.597042, 0.434059, 1.544767, 0.510631, 1.473199, 0.055310 
177, 2, 2.893366, 0.224034, 2.197361, 0.545172, 2.053308, 0.230795 
178, 9, 5.443826, 0.251533, 0.603318, 0.616367, 0.368959, 0.132100 
179, 9, 6.967407, 0.287913, 0.992692, 0.430277, 0.785936, 0.281810 
180, 3, 111.216915, 0.005032, 1.332018, 0.897671, 0.827977, 0.097297 
181, 5, 13.639391, 0.046902, 2.741556, 0.632395, 2.356167, 0.320703 
182, 6, 5.721472, 0.087363, 0.265410, 0.681424, 0.239736, 0.231213 
183, 4, 2.188003, 0.172152, 1.473361, 0.641493, 1.367579, 0.186356 
184, 3, 4.185611, 0.203405, 2.865533, 0.627823, 2.781547, 0.168772 
185, 15, 4.985726, 0.236029, 1.756464, 0.449346, 1.277220, 0.314625 
186, 4, 4.676124, 0.300419, 2.696551, 0.653650, 0.722838, 0.045931 
187, 9, 1.969656, 0.252497, 1.550251, 0.518520, 1.009638, 0.228983 
188, 14, 0.048013, 0.272793, 0.009868, 0.497465, 0.005033, 0.229742 
189, 10, 8.934463, 0.147005, 0.425431, 0.746224, 0.198473, 0.106771 
190, 9, 22.637270, 0.069915, 2.419928, 0.688646, 1.651327, 0.241439 
191, 4, 14.126477, 0.142036, 2.368714, 0.553229, 0.147535, 0.304736 
192, 11, 2.125474, 0.201404, 1.015092, 0.592083, 0.004768, 0.206513 
193, 15, 3.972162, 0.189057, 1.139829, 0.798776, 0.944718, 0.012167 
194, 3, 2.661956, 0.064094, 1.131907, 0.736173, 1.031644, 0.199733 
195, 13, 14.565397, 0.120030, 2.882105, 0.489067, 0.247608, 0.390903 

# gi, gj
0, 1 
0, 2 
0, 3 
0, 6 
0, 8 
0, 9 
0, 10 
0, 13 
0, 15 
0, 17 
0, 16 
0, 19 
0, 21 
0, 20 
0, 22 
0, 24 
0, 27 
0, 26 
0, 28 
0, 31 
0, 30 
0, 34 
0, 35 
0, 32 
0, 39 
0, 37 
0, 42 
0, 41 
0, 44 
0, 45 
0, 51 
0, 50 
0, 49 
0, 55 
0, 54 
0, 53 
0, 58 
0, 57 
0, 62 
0, 61 
0, 68 
0, 69 
0, 70 
0, 71 
0, 65 
0, 77 
0, 79 
0, 72 
0, 74 
0, 85 
0, 84 
0, 86 
0, 81 
0, 80 
0, 83 
0, 82 
0, 93 
0, 94 
0, 89 
0, 88 
0, 90 
0, 102 
0, 103 
0, 100 
0, 101 
0, 99 
0, 96 
0, 111 
0, 108 
0, 109 
0, 107 
0, 105 
0, 119 
0, 117 
0, 113 
0, 126 
0, 125 
0, 123 
0, 122 
0, 121 
0, 120 
0, 136 
0, 139 
0, 138 
0, 141 
0, 140 
0, 142 
0, 132 
0, 135 
0, 134 
0, 154 
0, 156 
0, 157 
0, 158 
0, 146 
0, 147 
0, 148 
0, 151 
0, 171 
0, 170 
0, 173 
0, 163 
0, 160 
0, 165 
0, 164 
0, 186 
0, 184 
0, 185 
0, 188 
0, 178 
0, 176 
0, 177 
0, 182 
0, 183 
0, 180 
0, 192 
0, 195 
0, 194 
1, 2 
1, 4 
1, 7 
1, 8 
1, 10 
1, 11 
1, 12 
1, 13 
1, 15 
1, 17 
1, 16 
1, 21 
1, 20 
1, 23 
1, 25 
1, 24 
1, 30 
1, 34 
1, 35 
1, 32 
1, 33 
1, 38 
1, 39 
1, 36 
1, 42 
1, 43 
1, 46 
1, 47 
1, 45 
1, 50 
1, 49 
1, 48 
1, 55 
1, 59 
1, 56 
1, 63 
1, 68 
1, 69 
1, 71 
1, 64 
1, 65 
1, 66 
1, 76 
1, 77 
1, 78 
1, 79 
1, 74 
1, 75 
1, 85 
1, 86 
1, 80 
1, 83 
1, 82 
1, 94 
1, 88 
1, 91 
1, 90 
1, 102 
1, 101 
1, 98 
1, 96 
1, 110 
1, 111 
1, 108 
1, 109 
1, 107 
1, 104 
1, 119 
1, 118 
1, 117 
1, 116 
1, 115 
1, 114 
1, 112 
1, 127 
1, 126 
1, 125 
1, 124 
1, 123 
1, 122 
1, 137 
1, 138 
1, 141 
1, 143 
1, 142 
1, 129 
1, 128 
1, 131 
1, 130 
1, 132 
1, 135 
1, 134 
1, 152 
1, 153 
1, 154 
1, 155 
1, 157 
1, 158 
1, 159 
1, 144 
1, 145 
1, 146 
1, 148 
1, 149 
1, 150 
1, 151 
1, 171 
1, 170 
1, 169 
1, 168 
1, 175 
1, 173 
1, 172 
1, 160 
1, 167 
1, 166 
1, 165 
1, 186 
1, 187 
1, 185 
1, 190 
1, 191 
1, 188 
1, 178 
1, 179 
1, 176 
1, 177 
1, 180 
1, 195 
2, 3 
2, 5 
2, 6 
2, 7 
2, 8 
2, 9 
2, 12 
2, 13 
2, 14 
2, 17 
2, 19 
2, 18 
2, 23 
2, 22 
2, 25 
2, 27 
2, 26 
2, 28 
2, 31 
2, 30 
2, 34 
2, 39 
2, 37 
2, 40 
2, 51 
2, 50 
2, 49 
2, 48 
2, 59 
2, 58 
2, 56 
2, 63 
2, 61 
2, 68 
2, 69 
2, 71 
2, 64 
2, 65 
2, 66 
2, 67 
2, 76 
2, 78 
2, 79 
2, 72 
2, 73 
2, 74 
2, 87 
2, 81 
2, 80 
2, 82 
2, 93 
2, 92 
2, 95 
2, 89 
2, 90 
2, 103 
2, 100 
2, 101 
2, 96 
2, 97 
2, 111 
2, 108 
2, 109 
2, 107 
2, 104 
2, 105 
2, 119 
2, 116 
2, 113 
2, 112 
2, 127 
2, 126 
2, 123 
2, 121 
2, 137 
2, 136 
2, 139 
2, 141 
2, 140 
2, 143 
2, 142 
2, 129 
2, 128 
2, 132 
2, 134 
2, 152 
2, 153 
2, 154 
2, 155 
2, 156 
2, 157 
2, 158 
2, 159 
2, 145 
2, 146 
2, 147 
2, 148 
2, 149 
2, 151 
2, 171 
2, 169 
2, 168 
2, 175 
2, 174 
2, 173 
2, 172 
2, 163 
2, 162 
2, 161 
2, 166 
2, 165 
2, 164 
2, 186 
2, 187 
2, 191 
2, 178 
2, 179 
2, 176 
2, 177 
2, 182 
2, 183 
2, 181 
2, 193 
2, 192 
2, 195 
2, 194 
3, 4 
3, 5 
3, 6 
3, 9 
3, 10 
3, 13 
3, 14 
3, 15 
3, 17 
3, 19 
3, 18 
3, 25 
3, 24 
3, 26 
3, 29 
3, 28 
3, 30 
3, 34 
3, 32 
3, 33 
3, 39 
3, 42 
3, 43 
3, 40 
3, 41 
3, 46 
3, 44 
3, 45 
3, 50 
3, 48 
3, 54 
3, 52 
3, 59 
3, 57 
3, 56 
3, 62 
3, 61 
3, 68 
3, 69 
3, 70 
3, 64 
3, 65 
3, 67 
3, 76 
3, 77 
3, 79 
3, 72 
3, 73 
3, 74 
3, 84 
3, 87 
3, 86 
3, 81 
3, 80 
3, 92 
3, 94 
3, 88 
3, 90 
3, 102 
3, 103 
3, 100 
3, 98 
3, 96 
3, 110 
3, 111 
3, 109 
3, 107 
3, 104 
3, 105 
3, 119 
3, 118 
3, 116 
3, 114 
3, 113 
3, 127 
3, 125 
3, 124 
3, 121 
3, 137 
3, 136 
3, 139 
3, 138 
3, 140 
3, 142 
3, 129 
3, 133 
3, 135 
3, 153 
3, 154 
3, 157 
3, 144 
3, 147 
3, 151 
3, 171 
3, 170 
3, 169 
3, 168 
3, 174 
3, 173 
3, 172 
3, 163 
3, 161 
3, 166 
3, 164 
3, 187 
3, 184 
3, 185 
3, 190 
3, 191 
3, 188 
3, 189 
3, 178 
3, 182 
3, 180 
3, 192 
3, 195 
3, 194 
4, 5 
4, 8 
4, 12 
4, 13 
4, 14 
4, 15 
4, 19 
4, 18 
4, 20 
4, 23 
4, 25 
4, 24 
4, 27 
4, 26 
4, 29 
4, 28 
4, 31 
4, 30 
4, 33 
4, 39 
4, 36 
4, 42 
4, 43 
4, 40 
4, 45 
4, 50 
4, 48 
4, 55 
4, 54 
4, 59 
4, 57 
4, 56 
4, 63 
4, 68 
4, 70 
4, 71 
4, 64 
4, 65 
4, 67 
4, 76 
4, 78 
4, 79 
4, 73 
4, 75 
4, 86 
4, 81 
4, 83 
4, 82 
4, 92 
4, 95 
4, 94 
4, 89 
4, 88 
4, 91 
4, 90 
4, 103 
4, 100 
4, 101 
4, 98 
4, 99 
4, 96 
4, 111 
4, 109 
4, 106 
4, 107 
4, 105 
4, 119 
4, 118 
4, 117 
4, 114 
4, 113 
4, 112 
4, 126 
4, 125 
4, 124 
4, 123 
4, 121 
4, 139 
4, 138 
4, 141 
4, 142 
4, 129 
4, 128 
4, 131 
4, 130 
4, 135 
4, 134 
4, 152 
4, 154 
4, 157 
4, 158 
4, 159 
4, 148 
4, 149 
4, 150 
4, 171 
4, 169 
4, 174 
4, 172 
4, 160 
4, 164 
4, 187 
4, 184 
4, 185 
4, 190 
4, 191 
4, 179 
4, 177 
4, 182 
4, 183 
4, 180 
4, 181 
4, 195 
4, 194 
5, 8 
5, 10 
5, 11 
5, 12 
5, 15 
5, 17 
5, 16 
5, 19 
5, 18 
5, 20 
5, 23 
5, 22 
5, 25 
5, 27 
5, 28 
5, 31 
5, 30 
5, 32 
5, 38 
5, 36 
5, 37 
5, 42 
5, 43 
5, 40 
5, 41 
5, 46 
5, 50 
5, 48 
5, 54 
5, 58 
5, 63 
5, 62 
5, 68 
5, 70 
5, 71 
5, 65 
5, 67 
5, 76 
5, 77 
5, 72 
5, 73 
5, 74 
5, 75 
5, 85 
5, 84 
5, 86 
5, 80 
5, 83 
5, 82 
5, 92 
5, 95 
5, 94 
5, 89 
5, 88 
5, 102 
5, 100 
5, 101 
5, 98 
5, 96 
5, 110 
5, 111 
5, 108 
5, 109 
5, 105 
5, 119 
5, 117 
5, 116 
5, 115 
5, 114 
5, 113 
5, 112 
5, 125 
5, 123 
5, 122 
5, 120 
5, 136 
5, 139 
5, 141 
5, 142 
5, 128 
5, 131 
5, 135 
5, 134 
5, 152 
5, 155 
5, 157 
5, 158 
5, 144 
5, 145 
5, 146 
5, 150 
5, 171 
5, 169 
5, 168 
5, 175 
5, 174 
5, 173 
5, 172 
5, 162 
5, 161 
5, 166 
5, 165 
5, 186 
5, 187 
5, 184 
5, 185 
5, 189 
5, 178 
5, 179 
5, 176 
5, 177 
5, 182 
5, 183 
5, 180 
5, 195 
6, 8 
6, 9 
6, 10 
6, 11 
6, 12 
6, 13 
6, 14 
6, 15 
6, 17 
6, 19 
6, 18 
6, 21 
6, 20 
6, 22 
6, 26 
6, 28 
6, 31 
6, 30 
6, 35 
6, 33 
6, 38 
6, 39 
6, 36 
6, 41 
6, 47 
6, 44 
6, 45 
6, 51 
6, 50 
6, 52 
6, 59 
6, 58 
6, 57 
6, 56 
6, 63 
6, 61 
6, 60 
6, 68 
6, 70 
6, 71 
6, 65 
6, 66 
6, 76 
6, 77 
6, 78 
6, 79 
6, 72 
6, 73 
6, 75 
6, 85 
6, 84 
6, 87 
6, 81 
6, 83 
6, 93 
6, 94 
6, 89 
6, 88 
6, 90 
6, 102 
6, 103 
6, 100 
6, 101 
6, 98 
6, 99 
6, 96 
6, 97 
6, 111 
6, 109 
6, 107 
6, 104 
6, 105 
6, 119 
6, 116 
6, 115 
6, 114 
6, 113 
6, 112 
6, 127 
6, 126 
6, 125 
6, 123 
6, 122 
6, 121 
6, 120 
6, 136 
6, 139 
6, 141 
6, 140 
6, 143 
6, 142 
6, 129 
6, 131 
6, 130 
6, 134 
6, 153 
6, 155 
6, 156 
6, 158 
6, 159 
6, 145 
6, 147 
6, 148 
6, 149 
6, 171 
6, 170 
6, 169 
6, 168 
6, 175 
6, 173 
6, 172 
6, 163 
6, 162 
6, 161 
6, 160 
6, 167 
6, 166 
6, 164 
6, 187 
6, 185 
6, 188 
6, 189 
6, 176 
6, 182 
6, 180 
6, 193 
6, 192 
6, 195 
6, 194 
7, 9 
7, 11 
7, 12 
7, 13 
7, 14 
7, 17 
7, 16 
7, 18 
7, 23 
7, 25 
7, 27 
7, 26 
7, 35 
7, 32 
7, 33 
7, 38 
7, 36 
7, 37 
7, 42 
7, 40 
7, 46 
7, 44 
7, 51 
7, 49 
7, 55 
7, 54 
7, 53 
7, 52 
7, 59 
7, 58 
7, 56 
7, 63 
7, 62 
7, 61 
7, 60 
7, 68 
7, 70 
7, 71 
7, 64 
7, 66 
7, 67 
7, 77 
7, 78 
7, 79 
7, 73 
7, 84 
7, 87 
7, 81 
7, 83 
7, 92 
7, 95 
7, 94 
7, 91 
7, 102 
7, 98 
7, 97 
7, 110 
7, 109 
7, 106 
7, 107 
7, 104 
7, 118 
7, 117 
7, 115 
7, 113 
7, 112 
7, 124 
7, 122 
7, 121 
7, 137 
7, 136 
7, 139 
7, 138 
7, 140 
7, 128 
7, 131 
7, 130 
7, 132 
7, 135 
7, 153 
7, 154 
7, 155 
7, 157 
7, 158 
7, 145 
7, 146 
7, 147 
7, 148 
7, 149 
7, 151 
7, 171 
7, 170 
7, 168 
7, 174 
7, 173 
7, 172 
7, 163 
7, 167 
