# gamble_id, class_id, h_ret, h_prob, m_ret, m_prob, l_ret, l_prob
87, 8, 3.147619, 0.159218, 1.931771, 0.594641, 1.510684, 0.246141 
88, 1, 1.159055, 0.243027, 0.520205, 0.602866, 0.513823, 0.154108 
89, 3, 1.813024, 0.063130, 0.446541, 0.705293, 0.405789, 0.231577 
90, 1, 2.201366, 0.063278, 1.341845, 0.451320, 1.240197, 0.485402 
91, 10, 40.665673, 0.020062, 2.027857, 0.799068, 1.256395, 0.180871 
92, 8, 0.884166, 0.320284, 0.247136, 0.600700, 0.158508, 0.079016 
93, 6, 14.609042, 0.179440, 1.248790, 0.605147, 0.987787, 0.215413 
94, 6, 8.603840, 0.139462, 2.771371, 0.669892, 0.325653, 0.190646 
95, 12, 5.590969, 0.158277, 1.407530, 0.536322, 0.846598, 0.305401 
96, 3, 1.435689, 0.253831, 0.903282, 0.609058, 0.797634, 0.137111 
97, 2, 2.618007, 0.210294, 2.002625, 0.512475, 1.828507, 0.277231 
98, 9, 3.129564, 0.069974, 0.230708, 0.801143, 0.197972, 0.128883 
99, 6, 3.448265, 0.147353, 1.037730, 0.457483, 0.482775, 0.395163 
100, 10, 3.450778, 0.349584, 1.735346, 0.633027, 0.113117, 0.017388 
101, 5, 8.972580, 0.151277, 2.300370, 0.412562, 0.835663, 0.436161 
102, 0, 19.190893, 0.107197, 1.853695, 0.730285, 0.620350, 0.162518 
103, 1, 4.655235, 0.378765, 3.534690, 0.504950, 0.139386, 0.116285 
104, 9, 3.147807, 0.370261, 1.329769, 0.489219, 0.228528, 0.140520 
105, 0, 21.548597, 0.011390, 3.440443, 0.743576, 2.413567, 0.245034 
106, 12, 4.048386, 0.288715, 3.332608, 0.470632, 2.549346, 0.240652 
107, 7, 3.568221, 0.200957, 2.875183, 0.629616, 2.716169, 0.169427 
108, 6, 0.161988, 0.170058, 0.139326, 0.725194, 0.097090, 0.104747 
109, 11, 1.564606, 0.151165, 1.423807, 0.574660, 0.892995, 0.274175 
110, 9, 2.933191, 0.156421, 1.947817, 0.447863, 1.604598, 0.395717 
111, 12, 12.785214, 0.126171, 2.898517, 0.643909, 1.668225, 0.229921 
112, 1, 1.767767, 0.052021, 1.589684, 0.932664, 1.511542, 0.015315 
113, 13, 4.636209, 0.349381, 1.194831, 0.410126, 0.770527, 0.240493 
114, 1, 5.158137, 0.356540, 1.540990, 0.542245, 0.563866, 0.101215 
115, 0, 96.226703, 0.012006, 2.089469, 0.760454, 1.341492, 0.227541 
116, 3, 4.516092, 0.022772, 3.832180, 0.702466, 1.106853, 0.274762 
117, 12, 31.796409, 0.022942, 3.450429, 0.533323, 0.508263, 0.443735 
118, 12, 2.342365, 0.141376, 0.817692, 0.734602, 0.313535, 0.124022 
119, 12, 1.742671, 0.165975, 0.365088, 0.639902, 0.048112, 0.194123 
120, 10, 1.102294, 0.144019, 0.094924, 0.659803, 0.058015, 0.196178 
121, 2, 9.480511, 0.283418, 1.902420, 0.434370, 0.748161, 0.282212 
122, 0, 0.770209, 0.185906, 0.417499, 0.713570, 0.350594, 0.100524 
123, 12, 7.097991, 0.160919, 3.309860, 0.572362, 0.497754, 0.266718 
124, 2, 5.955872, 0.276321, 1.451276, 0.614825, 1.411867, 0.108854 
125, 5, 4.300721, 0.239381, 0.865225, 0.530108, 0.141416, 0.230512 
126, 11, 21.408058, 0.067693, 2.913340, 0.612556, 1.447271, 0.319752 
127, 11, 13.514808, 0.072971, 2.954570, 0.787493, 2.852343, 0.139536 
128, 2, 4.133505, 0.298163, 0.557764, 0.412031, 0.341523, 0.289806 
129, 13, 7.640279, 0.186343, 0.746439, 0.749397, 0.233289, 0.064260 
130, 7, 1.087960, 0.058473, 0.136952, 0.435465, 0.124293, 0.506062 
131, 6, 5.577613, 0.378652, 2.710899, 0.598486, 0.573252, 0.022862 
132, 11, 6.468352, 0.284621, 1.976137, 0.534982, 0.041773, 0.180397 
133, 2, 1.267462, 0.217853, 1.033556, 0.550137, 1.003124, 0.232009 
134, 6, 15.484650, 0.127047, 2.358709, 0.579358, 0.128563, 0.293594 
135, 11, 3.095945, 0.029420, 2.841867, 0.723700, 2.785611, 0.246880 
136, 11, 4.227439, 0.520471, 2.455919, 0.445672, 1.177650, 0.033856 
137, 3, 14.441928, 0.234642, 0.374030, 0.694437, 0.258524, 0.070921 
138, 12, 1.501107, 0.277191, 0.897409, 0.604580, 0.854541, 0.118229 
139, 12, 4.184736, 0.041802, 0.242696, 0.837238, 0.194625, 0.120960 
140, 12, 3.186017, 0.265385, 2.902710, 0.629349, 0.034071, 0.105266 
141, 7, 1.333396, 0.131253, 0.705538, 0.624926, 0.699254, 0.243821 
142, 2, 0.780759, 0.208030, 0.187916, 0.607045, 0.110637, 0.184924 
143, 8, 0.460110, 0.093656, 0.061797, 0.586149, 0.056442, 0.320195 
144, 5, 7.731746, 0.101945, 1.287207, 0.650376, 0.040551, 0.247678 
145, 1, 9.448733, 0.205974, 0.261679, 0.646523, 0.093894, 0.147502 
146, 13, 0.281304, 0.184990, 0.223309, 0.775559, 0.179099, 0.039451 
147, 14, 2.245454, 0.293759, 1.894667, 0.610129, 1.869217, 0.096112 
148, 3, 2.950641, 0.182853, 1.038307, 0.529175, 0.799658, 0.287972 
149, 4, 1.135813, 0.326584, 0.806741, 0.490596, 0.786380, 0.182820 
150, 2, 2.757990, 0.194824, 2.461266, 0.608032, 1.870612, 0.197144 
151, 6, 0.990216, 0.118308, 0.733307, 0.602631, 0.001660, 0.279062 
152, 9, 1.645022, 0.399067, 1.413704, 0.479124, 0.486644, 0.121809 
153, 8, 15.257920, 0.121795, 0.829226, 0.610454, 0.620776, 0.267750 
154, 12, 4.873047, 0.415189, 2.663265, 0.402055, 2.616901, 0.182756 
155, 4, 0.410230, 0.284091, 0.291073, 0.491655, 0.233172, 0.224253 
156, 14, 7.248325, 0.271995, 1.986528, 0.726158, 0.942452, 0.001847 
157, 5, 7.395223, 0.305434, 0.741906, 0.590309, 0.164562, 0.104256 
158, 15, 2.697891, 0.254734, 1.671551, 0.735797, 0.616029, 0.009469 
159, 1, 1.231291, 0.213498, 0.800354, 0.534948, 0.066893, 0.251554 
160, 10, 6.489105, 0.190168, 1.027682, 0.566734, 1.017636, 0.243099 
161, 3, 12.833482, 0.094400, 1.180581, 0.496689, 0.889865, 0.408910 
162, 9, 4.019178, 0.274308, 1.738409, 0.699447, 0.013222, 0.026245 
163, 15, 1.504631, 0.308140, 0.876401, 0.608277, 0.814227, 0.083583 
164, 3, 1.651475, 0.235080, 0.326167, 0.600292, 0.067453, 0.164628 
165, 8, 0.585713, 0.091993, 0.374117, 0.428340, 0.131588, 0.479667 
166, 8, 2.161476, 0.086473, 1.225351, 0.605187, 0.474488, 0.308341 
167, 13, 6.055355, 0.097239, 2.073452, 0.761528, 1.260889, 0.141233 
168, 5, 5.225954, 0.078712, 3.896810, 0.732835, 3.064744, 0.188453 
169, 4, 13.930167, 0.177541, 0.907441, 0.593150, 0.301073, 0.229309 
170, 5, 2.129667, 0.208400, 0.605648, 0.599473, 0.153989, 0.192128 
171, 9, 1.271484, 0.224777, 0.796301, 0.613802, 0.671952, 0.161421 
172, 8, 6.932393, 0.176595, 3.241240, 0.701728, 2.929431, 0.121677 
173, 8, 2.671717, 0.206895, 1.377552, 0.681916, 1.264679, 0.111189 
174, 1, 3.555771, 0.270328, 1.487417, 0.668827, 0.541773, 0.060845 
175, 2, 0.897983, 0.197322, 0.386584, 0.546068, 0.119511, 0.256610 
176, 5, 11.225490, 0.081071, 0.645807, 0.699771, 0.511622, 0.219158 
177, 7, 300.590532, 0.005392, 2.464738, 0.868630, 0.403343, 0.125978 
178, 5, 5.311229, 0.201611, 2.875442, 0.623086, 2.515917, 0.175302 
179, 0, 8.554523, 0.006993, 2.312731, 0.473066, 1.855819, 0.519941 
180, 9, 3.207756, 0.370555, 3.138822, 0.445622, 0.897466, 0.183824 
181, 12, 4.613460, 0.094797, 3.002262, 0.708837, 1.058610, 0.196366 
182, 15, 0.137037, 0.320413, 0.045521, 0.617769, 0.008198, 0.061819 
183, 5, 156.406780, 0.000815, 1.574614, 0.626540, 0.812542, 0.372646 
184, 5, 1.270019, 0.393702, 0.960926, 0.414447, 0.934264, 0.191851 
185, 14, 2.029408, 0.255360, 1.237669, 0.448419, 0.585725, 0.296221 
186, 3, 7.554228, 0.231333, 1.674940, 0.602114, 1.278068, 0.166553 
187, 2, 6.367835, 0.093978, 4.204256, 0.626760, 1.497546, 0.279262 
188, 13, 3.101924, 0.139110, 2.415714, 0.674525, 1.918600, 0.186365 
189, 6, 3.977464, 0.103177, 1.481908, 0.528366, 1.294302, 0.368458 
190, 8, 1.170624, 0.454974, 1.115875, 0.509028, 1.031947, 0.035998 
191, 0, 9.487886, 0.192915, 1.693537, 0.629605, 1.127743, 0.177480 
192, 7, 2.393621, 0.331101, 1.156076, 0.449219, 0.090101, 0.219681 
193, 2, 8.562531, 0.101445, 2.715691, 0.614728, 2.035731, 0.283828 
194, 13, 13.371927, 0.067439, 2.135039, 0.740866, 1.367880, 0.191695 
195, 13, 2.841387, 0.324604, 1.746615, 0.594333, 0.901579, 0.081063 
196, 4, 3.118413, 0.044068, 0.820385, 0.731025, 0.563246, 0.224907 
197, 7, 12.371314, 0.041225, 1.729151, 0.519963, 0.502735, 0.438812 
198, 1, 0.403968, 0.163714, 0.399739, 0.471167, 0.274408, 0.365119 
199, 14, 24.115390, 0.034972, 1.490499, 0.732870, 0.665344, 0.232158 
200, 15, 0.312153, 0.154592, 0.162044, 0.688484, 0.151609, 0.156923 
201, 8, 2.862744, 0.049204, 0.788170, 0.731958, 0.772653, 0.218838 
202, 10, 4.613409, 0.068706, 2.967696, 0.441609, 0.196078, 0.489685 
203, 12, 2.619383, 0.233932, 2.615817, 0.714686, 2.614822, 0.051383 
204, 10, 0.045727, 0.123073, 0.017023, 0.615080, 0.015800, 0.261848 

# gi, gj
0, 2 
0, 3 
0, 4 
0, 5 
0, 7 
0, 8 
0, 10 
0, 11 
0, 13 
0, 14 
0, 15 
0, 17 
0, 16 
0, 18 
0, 20 
0, 23 
0, 22 
0, 25 
0, 27 
0, 26 
0, 29 
0, 28 
0, 30 
0, 35 
0, 32 
0, 33 
0, 38 
0, 39 
0, 36 
0, 37 
0, 42 
0, 40 
0, 41 
0, 46 
0, 47 
0, 44 
0, 45 
0, 51 
0, 50 
0, 49 
0, 48 
0, 55 
0, 54 
0, 53 
0, 52 
0, 59 
0, 58 
0, 56 
0, 62 
0, 60 
0, 70 
0, 64 
0, 65 
0, 66 
0, 76 
0, 79 
0, 72 
0, 73 
0, 74 
0, 75 
0, 84 
0, 87 
0, 83 
0, 82 
0, 92 
0, 100 
0, 98 
0, 99 
0, 96 
0, 97 
0, 109 
0, 119 
0, 118 
0, 117 
0, 115 
0, 114 
0, 113 
0, 112 
0, 127 
0, 126 
0, 125 
0, 124 
0, 122 
0, 121 
0, 120 
0, 137 
0, 136 
0, 139 
0, 138 
0, 143 
0, 131 
0, 130 
0, 135 
0, 155 
0, 156 
0, 158 
0, 145 
0, 147 
0, 148 
0, 149 
0, 150 
0, 151 
0, 170 
0, 169 
0, 168 
0, 175 
0, 174 
0, 173 
0, 172 
0, 162 
0, 160 
0, 167 
0, 166 
0, 187 
0, 185 
0, 191 
0, 188 
0, 189 
0, 179 
0, 176 
0, 180 
0, 204 
0, 201 
0, 200 
0, 202 
0, 197 
0, 196 
0, 193 
0, 192 
1, 2 
1, 5 
1, 7 
1, 9 
1, 10 
1, 12 
1, 13 
1, 17 
1, 21 
1, 20 
1, 23 
1, 24 
1, 26 
1, 28 
1, 31 
1, 30 
1, 34 
1, 35 
1, 33 
1, 38 
1, 36 
1, 37 
1, 43 
1, 40 
1, 41 
1, 46 
1, 47 
1, 44 
1, 45 
1, 51 
1, 50 
1, 49 
1, 48 
1, 55 
1, 54 
1, 52 
1, 57 
1, 56 
1, 61 
1, 68 
1, 69 
1, 70 
1, 71 
1, 67 
1, 76 
1, 77 
1, 78 
1, 79 
1, 72 
1, 74 
1, 85 
1, 84 
1, 87 
1, 86 
1, 81 
1, 83 
1, 82 
1, 93 
1, 95 
1, 94 
1, 89 
1, 91 
1, 103 
1, 100 
1, 98 
1, 99 
1, 96 
1, 97 
1, 110 
1, 108 
1, 106 
1, 119 
1, 117 
1, 116 
1, 114 
1, 113 
1, 127 
1, 126 
1, 124 
1, 122 
1, 120 
1, 137 
1, 136 
1, 139 
1, 138 
1, 141 
1, 140 
1, 143 
1, 130 
1, 133 
1, 135 
1, 134 
1, 152 
1, 153 
1, 155 
1, 156 
1, 157 
1, 158 
1, 159 
1, 144 
1, 145 
1, 146 
1, 147 
1, 149 
1, 150 
1, 151 
1, 171 
1, 170 
1, 168 
1, 175 
1, 174 
1, 173 
1, 163 
1, 162 
1, 160 
1, 164 
1, 187 
1, 184 
1, 190 
1, 189 
1, 179 
1, 176 
1, 177 
1, 204 
1, 201 
1, 200 
1, 203 
1, 196 
1, 199 
1, 198 
1, 193 
1, 192 
1, 195 
1, 194 
2, 3 
2, 4 
2, 5 
2, 6 
2, 7 
2, 9 
2, 10 
2, 11 
2, 13 
2, 14 
2, 15 
2, 17 
2, 16 
2, 19 
2, 18 
2, 21 
2, 20 
2, 25 
2, 27 
2, 29 
2, 28 
2, 31 
2, 34 
2, 35 
2, 32 
2, 33 
2, 39 
2, 42 
2, 43 
2, 40 
2, 41 
2, 46 
2, 45 
2, 51 
2, 50 
2, 49 
2, 48 
2, 55 
2, 54 
2, 53 
2, 57 
2, 63 
2, 62 
2, 60 
2, 69 
2, 70 
2, 65 
2, 67 
2, 77 
2, 78 
2, 79 
2, 74 
2, 75 
2, 85 
2, 87 
2, 81 
2, 80 
2, 83 
2, 82 
2, 93 
2, 95 
2, 94 
2, 89 
2, 88 
2, 102 
2, 100 
2, 98 
2, 97 
2, 110 
2, 111 
2, 109 
2, 106 
2, 104 
2, 105 
2, 119 
2, 118 
2, 116 
2, 115 
2, 114 
2, 113 
2, 127 
2, 126 
2, 124 
2, 123 
2, 121 
2, 120 
2, 137 
2, 136 
2, 139 
2, 141 
2, 128 
2, 131 
2, 130 
2, 133 
2, 135 
2, 134 
2, 152 
2, 153 
2, 154 
2, 157 
2, 158 
2, 145 
2, 147 
2, 149 
2, 150 
2, 170 
2, 169 
2, 168 
2, 173 
2, 172 
2, 163 
2, 160 
2, 167 
2, 165 
2, 187 
2, 184 
2, 185 
2, 190 
2, 189 
2, 178 
2, 179 
2, 176 
2, 177 
2, 182 
2, 183 
2, 180 
2, 204 
2, 201 
2, 200 
2, 203 
2, 202 
2, 197 
2, 199 
2, 198 
2, 193 
2, 192 
2, 194 
3, 4 
3, 6 
3, 7 
3, 8 
3, 9 
3, 10 
3, 11 
3, 12 
3, 14 
3, 15 
3, 17 
3, 16 
3, 21 
3, 20 
3, 22 
3, 25 
3, 24 
3, 29 
3, 28 
3, 34 
3, 32 
3, 33 
3, 38 
3, 39 
3, 36 
3, 37 
3, 42 
3, 40 
3, 41 
3, 47 
3, 51 
3, 50 
3, 49 
3, 48 
3, 54 
3, 53 
3, 58 
3, 57 
3, 56 
3, 62 
3, 61 
3, 60 
3, 68 
3, 69 
3, 71 
3, 64 
3, 65 
3, 67 
3, 76 
3, 77 
3, 79 
3, 72 
3, 74 
3, 85 
3, 87 
3, 82 
3, 93 
3, 92 
3, 94 
3, 89 
3, 91 
3, 103 
3, 100 
3, 98 
3, 96 
3, 111 
3, 108 
3, 109 
3, 106 
3, 104 
3, 105 
3, 119 
3, 118 
3, 117 
3, 116 
3, 113 
3, 112 
3, 127 
3, 124 
3, 123 
3, 122 
3, 120 
3, 136 
3, 138 
3, 141 
3, 140 
3, 143 
3, 142 
3, 133 
3, 132 
3, 135 
3, 134 
3, 152 
3, 154 
3, 155 
3, 157 
3, 158 
3, 159 
3, 144 
3, 145 
3, 146 
3, 147 
3, 148 
3, 149 
3, 150 
3, 151 
3, 170 
3, 169 
3, 168 
3, 175 
3, 174 
3, 173 
3, 161 
3, 160 
3, 167 
3, 165 
3, 187 
3, 190 
3, 189 
3, 179 
3, 177 
3, 183 
3, 201 
3, 202 
3, 197 
3, 196 
3, 198 
3, 193 
3, 192 
3, 195 
3, 194 
4, 5 
4, 6 
4, 12 
4, 14 
4, 15 
4, 17 
4, 16 
4, 19 
4, 18 
4, 21 
4, 20 
4, 22 
4, 25 
4, 24 
4, 26 
4, 29 
4, 31 
4, 30 
4, 34 
4, 39 
4, 40 
4, 41 
4, 51 
4, 49 
4, 55 
4, 54 
4, 52 
4, 59 
4, 58 
4, 57 
4, 56 
4, 60 
4, 69 
4, 71 
4, 65 
4, 78 
4, 79 
4, 72 
4, 73 
4, 74 
4, 75 
4, 85 
4, 84 
4, 87 
4, 86 
4, 80 
4, 83 
4, 82 
4, 93 
4, 92 
4, 95 
4, 89 
4, 88 
4, 91 
4, 102 
4, 103 
4, 101 
4, 99 
4, 96 
4, 97 
4, 110 
4, 111 
4, 109 
4, 104 
4, 105 
4, 119 
4, 117 
4, 116 
4, 115 
4, 113 
4, 112 
4, 127 
4, 125 
4, 124 
4, 123 
4, 122 
4, 137 
4, 136 
4, 139 
4, 141 
4, 128 
4, 132 
4, 135 
4, 134 
4, 152 
4, 154 
4, 155 
4, 157 
4, 158 
4, 159 
4, 144 
4, 145 
4, 146 
4, 148 
4, 149 
4, 151 
4, 171 
4, 169 
4, 168 
4, 175 
4, 174 
4, 163 
4, 162 
4, 160 
4, 167 
4, 166 
4, 165 
4, 186 
4, 184 
4, 185 
4, 190 
4, 178 
4, 179 
4, 176 
4, 182 
4, 183 
4, 180 
4, 181 
4, 204 
4, 203 
4, 202 
4, 197 
4, 196 
4, 192 
4, 194 
5, 7 
5, 8 
5, 9 
5, 10 
5, 11 
5, 12 
5, 13 
5, 17 
5, 16 
5, 19 
5, 18 
5, 21 
5, 22 
5, 25 
5, 24 
5, 26 
5, 28 
5, 31 
5, 30 
5, 34 
5, 35 
5, 33 
5, 39 
5, 36 
5, 37 
5, 43 
5, 40 
5, 46 
5, 47 
5, 44 
5, 45 
5, 51 
5, 50 
5, 49 
5, 55 
5, 52 
5, 59 
5, 58 
5, 57 
5, 62 
5, 61 
5, 60 
5, 68 
5, 69 
5, 70 
5, 71 
5, 64 
5, 65 
5, 66 
5, 67 
5, 78 
5, 74 
5, 75 
5, 85 
5, 86 
5, 81 
5, 80 
5, 83 
5, 82 
5, 94 
5, 89 
5, 88 
5, 91 
5, 90 
5, 102 
5, 103 
5, 98 
5, 99 
5, 96 
5, 97 
5, 110 
5, 111 
5, 109 
5, 106 
5, 107 
5, 104 
5, 105 
5, 118 
5, 115 
5, 114 
5, 113 
5, 112 
5, 127 
5, 124 
5, 122 
5, 120 
5, 137 
5, 136 
5, 138 
5, 140 
5, 143 
5, 142 
5, 128 
5, 130 
5, 133 
5, 135 
5, 134 
5, 152 
5, 154 
5, 156 
5, 159 
5, 144 
5, 145 
5, 146 
5, 147 
5, 149 
5, 151 
5, 171 
5, 170 
5, 169 
5, 168 
5, 175 
5, 173 
5, 162 
5, 161 
5, 160 
5, 167 
5, 187 
5, 184 
5, 190 
5, 189 
5, 178 
5, 182 
5, 180 
5, 201 
5, 200 
5, 202 
5, 197 
5, 196 
5, 193 
5, 192 
6, 7 
6, 8 
6, 9 
6, 12 
6, 14 
6, 15 
6, 17 
6, 16 
6, 19 
6, 18 
6, 21 
6, 23 
6, 25 
6, 24 
6, 27 
6, 26 
6, 28 
6, 31 
6, 34 
6, 35 
6, 32 
6, 33 
6, 39 
6, 36 
6, 37 
6, 43 
6, 40 
6, 46 
6, 44 
6, 45 
6, 51 
6, 50 
6, 49 
6, 55 
6, 54 
6, 53 
6, 52 
6, 59 
6, 58 
6, 57 
6, 63 
6, 61 
6, 60 
6, 68 
6, 70 
6, 64 
6, 65 
6, 67 
6, 77 
6, 79 
6, 72 
6, 73 
6, 74 
6, 87 
6, 86 
6, 92 
6, 95 
6, 94 
6, 88 
6, 91 
6, 90 
6, 102 
6, 103 
6, 98 
6, 97 
6, 110 
6, 106 
6, 119 
6, 118 
6, 117 
6, 114 
6, 113 
6, 112 
6, 127 
6, 126 
6, 125 
6, 124 
6, 123 
6, 122 
6, 120 
6, 137 
6, 136 
6, 139 
6, 138 
6, 141 
6, 140 
6, 143 
6, 129 
6, 128 
6, 133 
6, 132 
6, 134 
6, 152 
6, 154 
6, 156 
6, 157 
